Varenr;Varenavn;Utpris ink.mva;Kjøpspris;Kjøpslistepris;Saldo;Varegr.1;Varegr.2;Varegr.3;Pakningsantall;Posteringsgruppe;Sist oppdatert;Leverandør;Lev. varenr;Saldo;Bruk frg/str
11304;Zeiss Victory Compact 10x25 T*;6000,00;3500,000;0,00;0;4;140;566;0;4;15.02.15 20:07:13;57;7070205;0;False
11545;Zeiss Compact Point Blaser;6000,00;4000,000;0,00;0;4;140;566;0;4;15.02.15 20:07:13;57;7070621;0;False
11570;Zeiss Victory PRF Avstandsmåler 8x26 T*;6000,00;4000,000;0,00;0;4;140;566;0;4;15.02.15 20:07:13;57;7070870;0;False
12557;ABS X-ACT Skytterjakke Målsydd;6090,00;4872,000;0,00;0;4;140;556;0;4;15.02.15 20:07:13;57;811005;0;False
11091;Bushnell Elite 3-9X50 Multi-X;6145,00;2834,100;0,00;0;4;140;544;0;4;15.02.15 20:07:13;57;7163405;0;False
12200;Zeiss Conquest HD 8x32;6200,00;3800,000;0,00;0;4;140;566;0;4;15.02.15 20:07:13;57;104986;0;False
12436;ABS Evotec Skytterjakke str. 106 Slank;6525,00;4698,000;0,00;0;4;140;552;0;4;15.02.15 20:07:13;57;812329;0;False
12439;ABS Evotec Skytterjakke str. 102 Slank;6525,00;4698,000;0,00;0;4;140;552;0;4;15.02.15 20:07:13;57;812328;0;False
12437;ABS Evotec Skytterjakke str. 94 Slank;6525,00;4698,000;0,00;0;4;140;552;0;4;15.02.15 20:07:13;57;812326;0;False
12438;ABS Evotec Skytterjakke str. 98 Slank;6525,00;4698,000;0,00;0;4;140;552;0;4;15.02.15 20:07:13;57;812327;0;False
12434;ABS Evotec Skytterjakke str. 56;6525,00;4698,000;0,00;0;4;140;552;0;4;15.02.15 20:07:13;57;812324;0;False
12433;ABS Evotec Skytterjakke str. 54;6525,00;4698,000;0,00;0;4;140;552;0;4;15.02.15 20:07:13;57;812323;0;False
12435;ABS Evotec Skytterjakke str. 58;6525,00;4698,000;0,00;0;4;140;552;0;4;15.02.15 20:07:13;57;812325;0;False
12432;ABS Evotec Skytterjakke str. 52;6525,00;4698,000;0,00;0;4;140;552;0;4;15.02.15 20:07:13;57;812322;0;False
12431;ABS Evotec Skytterjakke str. 50;6525,00;4698,000;0,00;0;4;140;552;0;4;15.02.15 20:07:13;57;812321;0;False
10495;Blaser R93 Sluttstykke u/hode IC;6544,00;3798,900;0,00;0;4;140;539;0;4;15.02.15 20:07:13;57;2958201;0;False
12198;Zeiss Conquest HD 10x32;6600,00;4000,000;0,00;0;4;140;566;0;4;15.02.15 20:07:13;57;103992;0;False
10491;Blaser R8 Sluttstykke u/hode Links IC;6657,00;3866,400;0,00;0;4;140;539;0;4;15.02.15 20:07:13;57;2971133;0;False
11058;Blaser F3 Forskjefte Beavertail GR 4;6683,00;3879,900;0,00;0;4;140;539;0;4;15.02.15 20:07:13;57;2954142;0;False
11057;Blaser F3 Forskjefte Schnabel GR4;6683,00;3879,900;0,00;0;4;140;539;0;4;15.02.15 20:07:13;57;2954140;0;False
11056;Blaser F3 Forskjefte Engelsk GR4;6683,00;3879,900;0,00;0;4;140;539;0;4;15.02.15 20:07:13;57;2954141;0;False
11306;Bushnell Yardage Elite 1500 Rainguard;6695,00;3418,200;0,00;0;4;140;544;0;4;15.02.15 20:07:13;57;7120510;0;False
11531;Trijicon RMR Sikte Triangel Gul;6895,00;4577,000;0,00;0;4;140;580;0;4;15.02.15 20:07:13;57;7210039;0;False
11530;Trijicon RMR Sikte Dot 7 MOA;6895,00;4577,000;0,00;0;4;140;580;0;4;15.02.15 20:07:13;57;7210040;0;False
12430;ABS Evotec Skytterjakke str. 48;6900,00;4968,000;0,00;0;4;140;552;0;4;15.02.15 20:07:13;57;812320;0;False
12173;ABS Evotex Skytterjakke str. 46;6900,00;5520,000;0,00;0;4;140;552;0;4;15.02.15 20:07:13;57;104963;0;False
13323;Redring Haglesikte Mark II;6929,00;3836,100;0,00;0;4;140;579;0;4;15.02.15 20:07:13;57;7040005;0;False
13508;Zeiss Conquest DL 1,2-5x36 #6;7000,00;4200,000;0,00;0;4;140;566;0;4;15.02.15 20:07:13;57;7070705;0;False
11503;TetraGun Display Olje/Solvent;7059,00;2793,950;0,00;0;4;140;555;0;4;15.02.15 20:07:13;57;5711000;0;False
11617;Marlin 336W 30-30 Win Lever Action;7249,00;3857,300;0,00;0;4;140;586;0;4;15.02.15 20:07:13;57;5417231;0;False
12134;Bushnell Elite 8x42 Rainguard;7345,00;3664,800;0,00;0;4;140;544;0;4;15.02.15 20:07:13;57;7112422;0;False
12359;Zeiss Conquest HD 8x42;7400,00;4600,000;0,00;0;4;140;566;0;4;15.02.15 20:07:13;57;7070211;0;False
11872;Mauser M03 Magasin Deluxe Bøffel E 375;7411,00;4302,900;0,00;0;4;140;561;0;4;15.02.15 20:07:13;57;3400509;0;False
11875;Mauser M03 Magasin Deluxe Rådyr C 30-06;7417,00;4307,400;0,00;0;4;140;561;0;4;15.02.15 20:07:13;57;3400506;0;False
11874;Mauser M03 Magasin Deluxe Hjort C 30-06;7417,00;4307,400;0,00;0;4;140;561;0;4;15.02.15 20:07:13;57;3400507;0;False
11873;Mauser M03 Magasin Deluxe Hjort E 300;7417,00;4307,400;0,00;0;4;140;561;0;4;15.02.15 20:07:13;57;3400508;0;False
11085;Bushnell Elite 1.25-4X24 Oppl. 4A;7595,00;3543,300;0,00;0;4;140;544;0;4;15.02.15 20:07:13;57;7163401;0;False
11086;Bushnell Elite 2.5-10X40 Multi-X;7595,00;3543,300;0,00;0;4;140;544;0;4;15.02.15 20:07:14;57;7163403;0;False
11770;Mauser M03 Løp Standard 223 REM u/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400203;0;False
11791;Mauser M03 Løp Standard 308 WIN u/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400220;0;False
11777;Mauser M03 Løp Standard 30-06 u/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400225;0;False
11805;Mauser M03 Løp Standard 6,5x65 RWS u/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400208;0;False
11767;Mauser M03 Løp Standard 222 REM m/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400200;0;False
11790;Mauser M03 Løp Standard 308 WIN m/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400221;0;False
11801;Mauser M03 Løp Standard 6,5X55 m/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400209;0;False
11776;Mauser M03 Løp Standard 30-06 m/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400224;0;False
11772;Mauser M03 Løp Standard 243 WIN m/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400207;0;False
11812;Mauser M03 Løp Standard 8X57IS m/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400237;0;False
11810;Mauser M03 Løp Standard 7x64 u/si;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400215;0;False
11816;Mauser M03 Løp Standard 9,3X62 m/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400242;0;False
11830;Mauser M03 Løp Standard 9,3X62 u/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400241;0;False
11813;Mauser M03 Løp Standard 8X57IS u/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400238;0;False
13209;Mauser M03 Løp Standard 223 REM m/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400204;0;False
11773;Mauser M03 Løp Standard 270 WIN m/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400212;0;False
12190;Mauser M03 Løp Standard 22-250 u/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;103980;0;False
11774;Mauser M03 Løp Standard 270 WIN u/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400213;0;False
11802;Mauser M03 Løp Standard 6,5X55 u/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400210;0;False
13490;Mauser M03 Løp Standard 243 WIN u/s;7699,00;4471,200;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400206;0;False
13324;Blaser R8 Sluttstk u/hode HøyreRuthenium;7710,00;4476,600;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2971104;0;False
12360;Zeiss Conquest HD 10x42;7800,00;4800,000;0,00;0;4;140;566;0;4;15.02.15 20:07:14;57;7070212;0;False
13510;Zeiss Conquest DL 2-8x42 #6;7800,00;4600,000;0,00;0;4;140;566;0;4;15.02.15 20:07:14;57;7070707;0;False
11550;Zeiss Duralyt 2-8X42 Belyst.Ret.60;7900,00;5600,000;0,00;0;4;140;566;0;4;15.02.15 20:07:14;57;7070702;0;False
12370;Bushnell Elite 10X42 Rainguard;7975,00;3946,500;0,00;0;4;140;544;0;4;15.02.15 20:07:14;57;7112423;0;False
11132;Blaser F3 Forskjefte Schnabel Grad 5;8078,00;4690,800;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2954143;0;False
12560;ABS Air-X Evotec Skytterjakke Målsydd;8190,00;6552,000;0,00;0;4;140;556;0;4;15.02.15 20:07:14;57;812330;0;False
11956;Trijicon RMR Sikte Red Dot 6,5 MOA;8290,00;5460,000;0,00;0;4;140;580;0;4;15.02.15 20:07:14;57;7210037;0;False
13082;Bushnell Legend Ultra HD Spotting Scope;8295,00;4361,400;0,00;0;4;140;544;0;4;15.02.15 20:07:14;57;105258;0;False
10547;Blaser R8 Magasinhus/Avtrekker Baronesse;8511,00;4941,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2971255;0;False
11620;Marlin 336C-30 30-30 Win Lever Action;8569,00;4566,200;0,00;0;4;140;586;0;4;15.02.15 20:07:14;57;5417240;0;False
11373;Trijicon Accupoint 1,25-4X24 #4;8745,00;5837,000;0,00;0;4;140;580;0;4;15.02.15 20:07:14;57;7210024;0;False
11093;Bushnell Elite 6-24X40 Mil Dot;8745,00;4049,100;0,00;0;4;140;544;0;4;15.02.15 20:07:14;57;7163408;0;False
10376;Blaser R93 Løp Standard 9,3X62 m/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930510;0;False
10351;Blaser R93 Løp Standard 222 REM u/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930401;0;False
11741;Blaser R93 Løp Standard 8X57IS u/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930730;0;False
11734;Blaser R93 Løp Standard 6,5x65 RWS m/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930438;0;False
10350;Blaser R93 Løp Standard 6,5X55 m/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930430;0;False
12205;Blaser R93 Løp Standard 7x64 u/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;104007;0;False
10370;Blaser R93 Løp Standard 6XC u/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930415;0;False
10371;Blaser R93 Løp Standard 7x57 m/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930454;0;False
11520;Blaser R93 Løp Standard 270 WIN m/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930440;0;False
10347;Blaser R93 Løp Standard 6,5X55 u/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930431;0;False
10367;Blaser R93 Løp Standard 30-06 u/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930471;0;False
10369;Blaser R93 Løp Standard 30-06 m/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930470;0;False
10356;Blaser R93 Løp Standard 223 REM m/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930405;0;False
10373;Blaser R93 Løp Standard 9,3x57 m/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930508;0;False
10372;Blaser R93 Løp Standard 8X57IS m/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930729;0;False
10365;Blaser R93 Løp Standard 308 WIN m/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930460;0;False
10354;Blaser R93 Løp Standard 223 REM u/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930406;0;False
10364;Blaser R93 Løp Standard 308 WIN u/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930461;0;False
10361;Blaser R93 Løp Standard 243 WIN m/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930420;0;False
10362;Blaser R93 Løp Standard 270 WIN u/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930441;0;False
10358;Blaser R93 Løp Standard 243 WIN u/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930421;0;False
10332;Blaser R93 Løp Standard 22-250 REM u/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930411;0;False
10333;Blaser R93 Løp Standard 22-250 REM m/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930410;0;False
10867;Blaser R93 Løp Standard 7x64 m/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930699;0;False
10375;Blaser R93 Løp Standard 9,3X62 u/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930511;0;False
10353;Blaser R93 Løp Standard 222 REM m/s;8786,00;5100,300;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2930400;0;False
10388;Blaser R8 Løp Standard 22-250 REM u/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970010;0;False
10000;Blaser R8 Løp Standard 6,5x55 m/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970030;0;False
10397;Blaser R8 Løp Standard 243 WIN m/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970015;0;False
10398;Blaser R8 Løp Standard 270 WIN u/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970045;0;False
10424;Blaser R8 Løp Standard 9,3X62 u/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970111;0;False
10420;Blaser R8 Løp Standard 8X57IS u/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970091;0;False
13368;Blaser R8 Løp Standard 6XC u/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;105478;0;False
10394;Blaser R8 Løp Standard 223 REM u/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970006;0;False
10421;Blaser R8 Løp Standard 8X57IS m/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970090;0;False
10426;Blaser R8 Løp Standard 9,3x62 m/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970110;0;False
10406;Blaser R8 Løp Standard 30-06 m/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970070;0;False
10396;Blaser R8 Løp Standard 243 WIN u/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970016;0;False
10404;Blaser R8 Løp Standard 30-06 u/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970071;0;False
10391;Blaser R8 Løp Standard 22-250 REM m/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970011;0;False
10408;Blaser R8 Løp Standard 308 WIN u/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970061;0;False
10409;Blaser R8 Løp Standard 308 WIN m/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970060;0;False
10413;Blaser R8 Løp Standard 6,5x55  u/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970031;0;False
10416;Blaser R8 Løp Standard 6XC u/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970023;0;False
10418;Blaser R8 Løp Standard 7x64 m/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970048;0;False
10419;Blaser R8 Løp Standard 7x64 u/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970047;0;False
10392;Blaser R8 Løp Standard 222 REM u/s;8991,00;5220,900;0,00;0;4;140;539;0;4;15.02.15 20:07:14;57;2970003;0;False
13513;Zeiss Conquest DL 3-12x50 #6;9100,00;5200,000;0,00;0;4;140;566;0;4;15.02.15 20:07:14;57;7070709;0;False
10658;ABS X-ACT skytterdress Målsydd;9490,00;7592,000;0,00;0;4;140;556;0;4;15.02.15 20:07:14;57;104758;0;False
13509;Zeiss Conquest DL 1,2-5x36 #60;9600,00;5700,000;0,00;0;4;140;566;0;4;15.02.15 20:07:14;57;7070706;0;False
11817;Mauser M03 Løp Standard 9,3X62 m/s;9731,00;5651,100;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400292;0;False
11771;Mauser M03 Løp Standard 243 WIN u/s;9731,00;5651,100;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400268;0;False
11820;Mauser M03 Løp Standard 9,3X62 m/s;9731,00;5651,100;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400243;0;False
11814;Mauser M03 Løp Standard 8X57IS m/s;9731,00;5651,100;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400290;0;False
11809;Mauser M03 Løp Standard 7x64 u/s;9731,00;5651,100;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400216;0;False
11788;Mauser M03 Løp Standard 308 WIN m/s;9731,00;5651,100;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400222;0;False
11789;Mauser M03 Løp Standard 308 WIN m/s;9731,00;5651,100;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400282;0;False
11803;Mauser M03 Løp Standard 6,5X55 m/s;9731,00;5651,100;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400280;0;False
11778;Mauser M03 Løp Standard 30-06 m/s;9740,00;5655,600;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400285;0;False
11811;Mauser M03 Løp Standard 8X57IS m/s;9740,00;5655,600;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400236;0;False
11092;Bushnell Elite 4-16X50 Multi-X;9745,00;4554,900;0,00;0;4;140;544;0;4;15.02.15 20:07:14;57;7163407;0;False
11615;Marlin 1895 45-70 Lever Action;9779,00;5205,400;0,00;0;4;140;586;0;4;15.02.15 20:07:14;57;5417235;0;False
11614;Marlin 1894C 357 Mag./38Sp. Lever Action;9889,00;5456,150;0,00;0;4;140;586;0;4;15.02.15 20:07:14;57;5417247;0;False
11621;Marlin 1894 44 Mag/44 S&W Lever Action;9889,00;5456,150;0,00;0;4;140;586;0;4;15.02.15 20:07:14;57;5417251;0;False
11622;Marlin 1895G 45-70 GuideGun Lever Action;9889,00;5241,950;0,00;0;4;140;586;0;4;15.02.15 20:07:14;57;5417236;0;False
11612;Marlin 1895GBL 45-70 Lever Action;10329,00;5491,850;0,00;0;4;140;586;0;4;15.02.15 20:07:14;57;5417229;0;False
13511;Zeiss Conquest DL 2-8x42 #60;10400,00;6200,000;0,00;0;4;140;566;0;4;15.02.15 20:07:14;57;7070708;0;False
13295;Franchi Compact Synth Camo 20/76 61cm;10490,00;5677,200;0,00;0;4;140;547;0;4;15.02.15 20:07:14;57;105418;0;False
11715;Franchi Affinity Synth Black 12/76 66 cm;10490,00;5936,400;0,00;0;4;140;547;0;4;15.02.15 20:07:14;57;7510044;0;False
11717;Franchi Affinity Synth Black 12/76 71 cm;10490,00;5936,400;0,00;0;4;140;547;0;4;15.02.15 20:07:14;57;7510045;0;False
11003;Franchi Affinity Synth Black 20/76 66 cm;10490,00;5936,400;0,00;0;4;140;547;0;4;15.02.15 20:07:14;57;104807;0;False
12312;Marlin Mod. Golden 39A LeverAction .22;10549,00;5306,550;0,00;0;4;140;586;0;4;15.02.15 20:07:14;57;5417210;0;False
11618;Marlin 336SS 30-30 Win Lever Action;10549,00;5603,200;0,00;0;4;140;586;0;4;15.02.15 20:07:14;57;5417238;0;False
11793;Mauser M03 Løp Standard 338 WIN MAG u/s;10589,00;6148,800;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400235;0;False
11794;Mauser M03 Løp Standard 338 WIN MAG m/s;10589,00;6148,800;0,00;0;4;140;561;0;4;15.02.15 20:07:14;57;3400239;0;False
11831;Mauser M03 Løp Standard 8x68S m/s;10589,00;6148,800;0,00;0;4;140;561;0;4;15.02.15 20:07:15;57;3400234;0;False
13204;Mauser M03 Løp Standard 8x68S u/s;10589,00;6148,800;0,00;0;4;140;561;0;4;15.02.15 20:07:15;57;3400294;0;False
11807;Mauser M03 Løp Standard 7MM REM MAG m/s;10589,00;6148,800;0,00;0;4;140;561;0;4;15.02.15 20:07:15;57;3400218;0;False
11779;Mauser M03 Løp Standard 300 WBY MAG u/s;10589,00;6148,800;0,00;0;4;140;561;0;4;15.02.15 20:07:15;57;3400232;0;False
11782;Mauser M03 Løp Standard 300 WIN MAG m/s;10589,00;6148,800;0,00;0;4;140;561;0;4;15.02.15 20:07:15;57;3400228;0;False
11781;Mauser M03 Løp Standard 300 WIN MAG u/s;10589,00;6148,800;0,00;0;4;140;561;0;4;15.02.15 20:07:15;57;3400229;0;False
11806;Mauser M03 Løp Standard 7MM REM MAG u/s;10589,00;6148,800;0,00;0;4;140;561;0;4;15.02.15 20:07:15;57;3400219;0;False
11798;Mauser M03 Løp Standard 375 H&H MAG m/s;10589,00;6148,800;0,00;0;4;140;561;0;4;15.02.15 20:07:15;57;3400245;0;False
11796;Mauser M03 Løp Standard 375 H&H MAG u/s;10589,00;6148,800;0,00;0;4;140;561;0;4;15.02.15 20:07:15;57;3400253;0;False
11780;Mauser M03 Løp Standard 300 WBY MAG m/s;10589,00;6148,800;0,00;0;4;140;561;0;4;15.02.15 20:07:15;57;3400233;0;False
11722;Franchi Falconet Kal.12/76 71 cm;10595,00;5800,500;0,00;0;4;140;547;0;4;15.02.15 20:07:15;57;7510003;0;False
11723;Franchi Falconet One Kal.12/76 71 cm;10595,00;5800,500;0,00;0;4;140;547;0;4;15.02.15 20:07:15;57;7510001;0;False
13467;TetraGun Display Stor Pussestang/Sett/Di;10619,96;7646,370;0,00;0;4;140;555;0;4;15.02.15 20:07:15;57;5711210;0;False
11824;Mauser M03 Løp Match 223 REM u/sikter;10620,00;6166,800;0,00;0;4;140;561;0;4;15.02.15 20:07:15;57;3400256;0;False
11822;Mauser M03 Løp Match 308 WIN;10629,00;6172,200;0,00;0;4;140;561;0;4;15.02.15 20:07:15;57;3400260;0;False
11821;Mauser M03 Løp Match 6,5X55;10629,00;6172,200;0,00;0;4;140;561;0;4;15.02.15 20:07:15;57;3400261;0;False
11823;Mauser M03 Løp Match 30-06;10629,00;6172,200;0,00;0;4;140;561;0;4;15.02.15 20:07:15;57;3400262;0;False
12337;Blaser F3 Skjefte Comp Standard GR4;10664,00;6191,100;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;2954149;0;False
13298;Marlin 336C Limited Edition 30-30 Win;10690,00;5678,000;0,00;0;4;140;586;0;4;15.02.15 20:07:15;57;105431;0;False
10184;Franchi Compact Synth Black 12/76 66cm;10700,00;5995,800;0,00;0;4;140;547;0;4;15.02.15 20:07:15;57;104722;0;False
10194;Franchi Compact Synth Camo 12/76 66cm;11015,00;6140,700;0,00;0;4;140;547;0;4;15.02.15 20:07:15;57;104723;0;False
11714;Franchi Affinity Camo 12/76 66 cm;11015,00;6207,300;0,00;0;4;140;547;0;4;15.02.15 20:07:15;57;7510046;0;False
11718;Franchi Affinity Camo 12/76 71 cm;11015,00;6207,300;0,00;0;4;140;547;0;4;15.02.15 20:07:15;57;7510047;0;False
11725;Blaser R93 Løp Standard 308 WIN u/s;11050,00;6416,100;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;2930463;0;False
11744;Blaser R93 Løp Standard 8X57IS u/s;11050,00;6416,100;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;2930727;0;False
11731;Blaser R93 Løp Standard 308 WIN u/s;11050,00;6416,100;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;2930464;0;False
11750;Blaser R93 Løp Standard 9,3X62 u/s;11050,00;6416,100;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;2930509;0;False
11749;Blaser R93 Løp Standard 9,3X62 m/s;11050,00;6416,100;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;2930512;0;False
11743;Blaser R93 Løp Standard 8X57IS m/s;11050,00;6416,100;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;2930728;0;False
11730;Blaser R93 Løp Standard 308 WIN m/s;11050,00;6416,100;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;2930462;0;False
11742;Blaser R93 Løp Standard 8X57IS m/s;11050,00;6416,100;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;2930731;0;False
11380;Trijicon Accupoint 3-9X40 Triangel;11095,00;7409,000;0,00;0;4;140;580;0;4;15.02.15 20:07:15;57;7210020;0;False
11379;Trijicon Accupoint 3-9X40 Mildot;11095,00;7409,000;0,00;0;4;140;580;0;4;15.02.15 20:07:15;57;7210019;0;False
11378;Trijicon Accupoint 3-9X40 Duplex;11095,00;7409,000;0,00;0;4;140;580;0;4;15.02.15 20:07:15;57;7210023;0;False
13038;Hunter MK16/MK69 Echo Repeater;11115,00;5392,400;0,00;0;4;140;551;0;4;15.02.15 20:07:15;57;8600040;0;False
12295;Zeiss Conquest HD 8x56;11200,00;7000,000;0,00;0;4;140;566;0;4;15.02.15 20:07:15;57;105100;0;False
13282;Blaser R8 Løp Kort 8x57IS m/s;11256,00;6535,800;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;2970098;0;False
13470;Blaser R8 Løp Kort 30-06 m//s;11256,00;6535,800;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;2970062;0;False
13381;Blaser R8 Løp Kort 6,5 x 55 m/s;11256,00;6535,800;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;2970032;0;False
10483;Blaser R8 Løp Kort 9,3X62 m/s;11256,00;6535,800;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;2970112;0;False
13382;Blaser R8 Løp Kort 30-06 m/s;11256,00;6535,800;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;2970072;0;False
11754;Blaser R8 Løp Standard 8X57IS u/s;11256,00;6535,800;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;2970092;0;False
13403;Blaser R8 Løp Kort 308 WIN u/sikter 52cm;11256,00;6535,800;0,00;0;4;140;539;0;4;15.02.15 20:07:15;57;105545;0;False
