Varenr;Varenavn;Utpris ink.mva;Kjøpspris;Kjøpslistepris;Saldo;Varegr.1;Varegr.2;Varegr.3;Pakningsantall;Posteringsgruppe;Sist oppdatert;Leverandør;Lev. varenr;Saldo;Bruk frg/str
100202;Woodcock vest;899,00;409,000;409,00;0;0;0;0;0;4;11.01.15 15:38:24;39;1202033;0;True
100203;Weston Club vest;499,00;227,000;227,00;0;0;0;0;0;4;11.01.15 15:38:24;39;1202034;0;True
100204;Etosha vest;799,00;364,000;364,00;0;0;0;0;0;4;11.01.15 15:38:24;39;1202035;0;True
100205;Exeter vest;599,00;408,000;408,00;0;0;0;0;0;4;11.01.15 15:38:24;39;1202036;0;True
100206;Exeter Lady vest;749,00;340,000;340,00;0;0;0;0;0;4;11.01.15 15:38:24;39;1202037;0;True
100207;Tupelo Lady vest;599,00;272,000;272,00;0;0;0;0;0;4;11.01.15 15:38:24;39;1202039;0;True
100208;Visible vest;799,00;363,000;363,00;0;0;0;0;0;4;11.01.15 15:38:24;39;1202040;0;True
100209;Cole vest;1099,00;499,000;499,00;0;0;0;0;0;4;11.01.15 15:38:24;39;1202041;0;True
100210;Cottage Quilt vest;799,00;363,000;363,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1202044;0;True
100211;Cottage Quilt Lady vest;799,00;363,000;363,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1202045;0;True
100212;Flourescent vest;169,00;77,000;77,00;5,00;0;0;0;0;4;11.01.15 15:38:25;39;1202049;5,00;True
100213;Flourescent Kids vest;129,00;59,000;59,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1202050;0;True
100214;Castor vest;799,00;363,000;363,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1202054;0;True
100215;Winster vest;899,00;409,000;409,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1202055;0;True
100216;Winster Lady vest;799,00;363,000;363,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1202056;0;True
100217;Winster Kids vest;599,00;272,000;272,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1202057;0;True
100218;Caden vest;999,00;454,000;454,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1202060;0;True
100219;Devon vest;1099,00;499,000;499,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1202063;0;True
100220;Timur fleece vest;299,00;135,000;135,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1204001;0;True
100221;Kamko fleece;2299,00;1045,000;1045,00;6,000;0;0;0;0;4;20.02.15 14:02:38;39;1301001;6,000;True
100222;Teko fleece;1399,00;636,000;636,00;0,000;0;0;0;0;4;20.02.15 14:02:38;39;1301003;0,000;True
100223;Teko fleece half zip;1299,00;590,000;590,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1301005;0;True
100224;Q fleece jakke;2699,00;1225,000;1225,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1301030;0;True
100225;Vindeln fleece;1499,00;680,000;680,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1301058;0;True
100226;Tulloch fleece;1299,00;590,000;590,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1301059;0;True
100227;Brome fleece;2299,00;1045,000;1045,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1301060;0;True
100228;Kanu fleece;2599,00;900,000;0,00;5,000;0;0;0;0;4;30.03.15 11:40:45;39;1301065;5,000;True
100229;Kalmar fleece;2699,00;1227,000;1227,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1301068;0;True
100230;Triq half zip;1499,00;681,000;681,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1301070;0;True
100231;Amaroq fleece;1499,00;681,000;681,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1301074;0;True
100232;Crome fleece;1399,00;636,000;636,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1301076;0;True
100233;Kalmar X fleece;2999,00;1363,000;1363,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1301083;0;True
100234;Kanu Lady fleece;2199,00;1000,000;1000,00;0;0;0;0;0;4;11.01.15 15:38:25;39;1301084;0;True
100235;Grizzly fleece;2499,00;1136,000;1136,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1301085;0;True
100236;Crome Lady fleece;1399,00;635,000;635,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1301089;0;True
100237;Triq full zip fleece;1595,00;725,000;725,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1301091;0;True
100238;Ewan fleece;229,00;104,000;104,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302019;0;True
100239;William fleece;799,00;363,000;363,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302056;0;True
100240;Lussac fleece;499,00;225,000;225,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302066;0;True
100241;William fleece vest;699,00;318,000;318,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302067;0;True
100242;Conley fleece;699,00;318,000;318,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302073;0;True
100243;Coby Kids fleece;429,00;195,000;195,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302075;0;True
100244;Felix fleece;899,00;409,000;409,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302086;0;True
100245;Filippa Lady fleece;899,00;409,000;409,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302087;0;True
100246;Chassé fleece;499,00;225,000;225,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302093;0;True
100247;Chassé fleece vest;349,00;159,000;159,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302094;0;True
100248;Dustin fleece;349,00;159,000;159,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302095;0;True
100249;Diaz Lady fleece;349,00;159,000;159,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302096;0;True
100250;Daniel Kids fleece;299,00;136,000;136,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302097;0;True
100251;Adam fleece;329,00;149,000;149,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302102;0;True
100252;Adele Lady fleece;329,00;149,000;149,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302103;0;True
100253;Wetland softshell jakke;1299,00;590,000;590,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302106;0;True
100254;Bronson fleece;549,00;249,000;249,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302107;0;True
100255;Bronson Lady fleece;549,00;249,000;249,00;0;0;0;0;0;4;11.01.15 15:38:26;39;1302108;0;True
100256;Bronson Kids fleece;449,00;204,000;204,00;0;0;0;0;0;4;11.01.15 15:38:27;39;1302109;0;True
100257;Trent fleece jakke;749,00;340,000;340,00;0;0;0;0;0;4;11.01.15 15:38:27;39;1302112;0;True
100258;Bolton fleece;599,00;272,000;272,00;0;0;0;0;0;4;11.01.15 15:38:27;39;1302117;0;True
100259;Bolton fleece vest;499,00;227,000;227,00;0;0;0;0;0;4;11.01.15 15:38:27;39;1302118;0;True
100260;Bolton Lady fleece;599,00;272,000;272,00;0;0;0;0;0;4;11.01.15 15:38:27;39;1302119;0;True
100261;Pajala skjorte;699,00;318,000;318,00;1,00;0;0;0;0;4;11.01.15 15:38:27;39;1401020;1,00;True
100262;Pite skjorte;749,00;340,000;340,00;0;0;0;0;0;4;11.01.15 15:38:27;39;1401021;0;True
100263;Enoch skjorte;799,00;364,000;364,00;0;0;0;0;0;4;11.01.15 15:38:27;39;1401024;0;True
100264;Linus L/S skjorte;499,00;227,000;227,00;1,000;0;0;0;0;4;11.01.15 15:38:27;39;1401025;1,000;True
100265;Linus S/S skjorte;449,00;204,000;204,00;0;0;0;0;0;4;11.01.15 15:38:27;39;1401026;0;True
100266;Latlan skjorte jakke;1599,00;727,000;727,00;0;0;0;0;0;4;11.01.15 15:38:27;39;1401027;0;True
100267;Keto skjorte;699,00;318,000;318,00;0;0;0;0;0;4;11.01.15 15:38:27;39;1401053;0;True
100268;Eide skjorte;749,00;340,000;340,00;0;0;0;0;0;4;11.01.15 15:38:27;39;1401058;0;True
100269;Lancaster Lady skjorte;799,00;363,000;363,00;0;0;0;0;0;4;11.01.15 15:38:27;39;1401062;0;True
100270;Kaali skjorte;899,00;409,000;409,00;0;0;0;0;0;4;11.01.15 15:38:27;39;1401063;0;True
100271;Milford skjorte;699,00;315,000;315,00;0;0;0;0;0;4;11.01.15 15:38:27;39;1401064;0;True
100272;Lancaster skjorte;699,00;315,000;315,00;0,000;0;0;0;0;4;11.01.15 15:38:27;39;1401067;0,000;True
100273;Newton skjorte;599,00;272,000;272,00;0;0;0;0;0;4;11.01.15 15:38:27;39;1401069;0;True
100274;Hasvik skjorte;799,00;363,000;363,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1401070;0;True
100275;Trekking L/S skjorte;599,00;272,000;272,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1401072;0;True
100276;Trekking S/S skjorte;599,00;272,000;272,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1401073;0;True
100277;Utility skjorte;699,00;318,000;318,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1401077;0;True
100278;Milford S/S Skjorte;599,00;272,000;272,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1401078;0;True
100279;Ramvik skjorte;799,00;363,000;363,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1401080;0;True
100280;Kaldo skjorte;899,00;409,000;409,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1401081;0;True
100281;Kevon skjorte;899,00;409,000;409,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1401083;0;True
100282;Utility S/S skjorte;649,00;295,000;295,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1401084;0;True
100283;Milford Fitted skjorte;699,00;315,000;315,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1401085;0;True
100284;Kaali Lady skjorte;799,00;363,000;363,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1401086;0;True
100285;Cale L/S skjorte;599,00;272,000;272,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1401087;0;True
100286;Lara Lady skjorte;499,00;226,000;226,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1401088;0;True
100287;Brissac skjorte;299,00;130,000;130,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1402023;0;True
100288;Vick skjorte;499,00;227,000;227,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1402047;0;True
100289;Parkin skjorte;329,00;149,000;149,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1402048;0;True
100290;Parkin Kids skjorte;269,00;122,000;122,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1402049;0;True
100291;Stelvio skjorte;299,00;130,000;130,00;0;0;0;0;0;4;11.01.15 15:38:28;39;1402050;0;True
100292;Parkin skjorte S/S;299,00;136,000;136,00;0;0;0;0;0;4;11.01.15 15:38:29;39;1402051;0;True
100293;Preston Lady skjorte;349,00;159,000;159,00;0;0;0;0;0;4;11.01.15 15:38:29;39;1402052;0;True
100294;Karoo L/S skjorte;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:29;39;1402054;0;True
100295;Karoo S/S skjorte;369,00;168,000;168,00;0;0;0;0;0;4;11.01.15 15:38:29;39;1402055;0;True
100296;Blixen Lady L/S skjorte;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:29;39;1402056;0;True
100297;Preston skjorte;299,00;130,000;130,00;0;0;0;0;0;4;11.01.15 15:38:29;39;1402058;0;True
100298;Edwin Kids skjorte;249,00;113,000;113,00;1,00;0;0;0;0;4;11.01.15 15:38:29;39;1402060;1,00;True
100299;Vicka Lady skjorte;349,00;158,000;158,00;0;0;0;0;0;4;11.01.15 15:38:29;39;1402062;0;True
100300;Edwin skjorte;299,00;136,000;136,00;0;0;0;0;0;4;11.01.15 15:38:29;39;1402063;0;True
100301;Burley L/S skjorte;349,00;149,000;149,00;0;0;0;0;0;4;11.01.15 15:38:29;39;1402064;0;True
100302;Burley S/S skjorte;299,00;130,000;130,00;0;0;0;0;0;4;11.01.15 15:38:29;39;1402065;0;True
100303;Burton skjorte;299,00;130,000;130,00;0;0;0;0;0;4;11.01.15 15:38:29;39;1402066;0;True
100304;Morcott skjorte;449,00;204,000;204,00;0;0;0;0;0;4;11.01.15 15:38:29;39;1402067;0;True
100305;Morcott Lady skjorte;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:29;39;1402068;0;True
100306;Pilton skjorte;299,00;130,000;130,00;0;0;0;0;0;4;11.01.15 15:38:30;39;1402069;0;True
100307;Pilton Lady skjorte;299,00;130,000;130,00;0;0;0;0;0;4;11.01.15 15:38:30;39;1402070;0;True
100308;Hanley L/S skjorte;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:30;39;1402078;0;True
100309;Hanley S/S skjorte;369,00;168,000;168,00;0;0;0;0;0;4;11.01.15 15:38:30;39;1402079;0;True
100310;Helston skjorte;499,00;227,000;227,00;0;0;0;0;0;4;11.01.15 15:38:30;39;1402080;0;True
100311;Merton skjorte;599,00;272,000;272,00;0;0;0;0;0;4;11.01.15 15:38:30;39;1402081;0;True
100312;Annaboda sweater;1699,00;772,000;772,00;0;2;0;0;0;4;16.02.15 19:05:25;39;1501001;0;True
100313;Jaura Lady pullover;1899,00;863,000;863,00;0;0;0;0;0;4;11.01.15 15:38:30;39;1501020;0;True
100314;Arres striktrøje;899,00;410,000;410,00;0;0;0;0;0;4;11.01.15 15:38:30;39;1501021;0;True
100315;Lilja Lady cardigan;1299,00;590,000;590,00;0;0;0;0;0;4;11.01.15 15:38:30;39;1501022;0;True
100316;Drever pullover;1099,00;500,000;500,00;61,000;0;0;0;0;4;20.02.15 14:02:39;39;1501024;61,000;True
100317;Jämthund cardigan;1499,00;681,000;681,00;19,000;0;0;0;0;4;20.02.15 14:02:39;39;1501026;19,000;True
100318;Viken cardigan;1999,00;909,000;909,00;0;0;0;0;0;4;11.01.15 15:38:31;39;1501028;0;True
100319;Carla Lady cardigan;999,00;454,000;454,00;0;0;0;0;0;4;11.01.15 15:38:31;39;1501030;0;True
100320;Jari pullover;999,00;454,000;454,00;0;0;0;0;0;4;11.01.15 15:38:31;39;1501031;0;True
100321;Kepo pullover;999,00;454,000;454,00;3,000;0;0;0;0;4;20.02.15 14:02:37;39;1501032;3,000;True
100322;Arres cardigan;1199,00;545,000;545,00;0;0;0;0;0;4;11.01.15 15:38:31;39;1501033;0;True
100323;Alley Lady pullover;899,00;409,000;409,00;0;0;0;0;0;4;11.01.15 15:38:31;39;1501034;0;True
100324;Lomond strik med kronhjort;799,00;360,000;360,00;0;0;0;0;0;4;11.01.15 15:38:31;39;1502035;0;True
100325;Esher Lady cardigan;749,00;339,000;339,00;0;0;0;0;0;4;11.01.15 15:38:31;39;1502042;0;True
100326;Essex sweater;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:31;39;1502044;0;True
100327;Lennox cardigan;1099,00;499,000;499,00;0;0;0;0;0;4;11.01.15 15:38:31;39;1502045;0;True
100328;Odell sweater;999,00;454,000;454,00;0;0;0;0;0;4;11.01.15 15:38:31;39;1502047;0;True
100329;Douglas sweater;899,00;408,000;408,00;0;0;0;0;0;4;11.01.15 15:38:31;39;1502049;0;True
100330;Douglas Kids sweater;549,00;249,000;249,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1502053;0;True
100331;Ashley Lady cardigan;999,00;454,000;454,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1502055;0;True
100332;Norman sweater;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1502056;0;True
100333;Gilroy rund hals;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1502059;0;True
100334;Logo t-shirt;299,00;130,000;130,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1601004;0;True
100335;Leary rullekrave;249,00;112,000;112,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1602056;0;True
100336;Liam t-shirt L/S;199,00;89,000;89,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1602065;0;True
100337;Printet t-shirt;199,00;90,000;90,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1602067;0;True
100338;Basis t-shirt 3-pak;299,00;136,000;136,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1602069;0;True
100339;Cam S/S t-shirt;199,00;90,000;90,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1602070;0;True
100340;Cam L/S t-shirt;299,00;136,000;136,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1602071;0;True
100341;Polo shirt;299,00;136,000;136,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1602075;0;True
100342;Expedition sock;199,00;90,000;90,00;14,000;0;0;0;0;4;11.01.15 15:38:32;39;1701023;14,000;True
100343;Expedition long sock;299,00;136,000;136,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1701024;0;True
100344;Dayhiker sock;199,00;90,500;90,50;0;0;0;0;0;4;11.01.15 15:38:32;39;1701026;0;True
100345;Tweed knee high sock;349,00;159,000;159,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1701028;0;True
100346;Sporting Estate sock;599,00;272,000;272,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1701033;0;True
100347;DayHiker II sock;229,00;104,000;104,00;0;0;0;0;0;4;11.01.15 15:38:32;39;1701054;0;True
100348;DayHiker II long sock;299,00;136,000;136,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1701055;0;True
100349;Trekking II sock;169,00;77,000;77,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1701058;0;True
100350;All season wool II sock;149,00;68,000;68,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1701059;0;True
100351;Staika crew sock;199,00;90,000;90,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1701060;0;True
100352;Staika calf sock;229,00;104,000;104,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1701061;0;True
100353;Big Game compression short soc;279,00;127,000;127,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1701063;0;True
100354;Big Game compression long sock;329,00;150,000;150,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1701064;0;True
100355;Coolmax II liner sock;109,00;49,500;49,50;0;0;0;0;0;4;11.01.15 15:38:33;39;1701065;0;True
100356;Mountain crew sock;179,00;81,250;81,25;0;0;0;0;0;4;11.01.15 15:38:33;39;1701066;0;True
100357;Mountain calf sock;199,00;91,000;91,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1701067;0;True
100358;Wellington Neoprene sock;219,00;100,000;100,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1701068;0;True
100359;Tweed II knee high sock;279,00;127,000;127,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1701070;0;True
100360;Stalker II sock;139,00;63,250;63,25;0;0;0;0;0;4;11.01.15 15:38:33;39;1701072;0;True
100361;Casual 2-pack sock;109,00;49,500;49,50;0;0;0;0;0;4;11.01.15 15:38:33;39;1701073;0;True
100362;Trapper Master midweight sock;199,00;90,500;90,50;0;0;0;0;0;4;11.01.15 15:38:33;39;1701075;0;True
100363;Coolmax midweight sock;149,00;68,000;68,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1701077;0;True
100364;Cone sock;389,00;177,000;177,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1702006;0;True
100365;Jorvik sock;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1702007;0;True
100366;Forest sock;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1702008;0;True
100367;Field 2-pack sock;199,00;91,000;91,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1702010;0;True
100368;Etosha 5-pack sock;199,00;91,000;91,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1702011;0;True
100369;Eton calf lightweight;199,00;90,500;90,50;0;0;0;0;0;4;11.01.15 15:38:33;39;1702014;0;True
100370;Eton crew midweight;169,00;77,000;77,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1702015;0;True
100371;2-pack 50% wool Hunting sock;169,00;77,000;77,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1703003;0;True
100372;Pro Hunter hat;699,00;315,000;315,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1801001;0;True
100373;Jämtland skindcap;599,00;272,000;272,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1801007;0;True
100374;Jämtland Winter skindcap;699,00;320,000;320,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1801008;0;True
100375;Grizzly Winter hue;399,00;159,000;159,00;3,00;0;0;0;0;4;11.01.15 15:38:33;39;1801014;3,00;True
100376;Safety Light cap;439,00;199,000;199,00;1,000;0;0;0;0;4;20.02.15 14:02:37;39;1801025;1,000;True
100377;Alaska hat;499,00;225,000;225,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1801039;0;True
100378;Pro Hunter cap vendbar;699,00;315,000;315,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1801043;0;True
100379;Q fleece hue;349,00;159,000;159,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1801045;0;True
100380;Q fleece facecover;269,00;122,000;122,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1801046;0;True
100381;Annaboda hue;349,00;149,000;149,00;0;0;0;0;0;4;11.01.15 15:38:33;39;1801047;0;True
100382;Visent cap;749,00;340,000;340,00;1,00;0;0;0;0;4;11.01.15 15:38:33;39;1801048;1,00;True
100383;Pro Hunter Dog Keeper Light ca;799,00;360,000;360,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801049;0;True
100384;Jura hat;899,00;286,300;409,00;1,000;0;0;0;0;4;23.02.15 13:27:00;39;1801050;1,000;True
100385;Vision fleece hue;349,00;159,000;159,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801051;0;True
100386;Vision fleece facecover;269,00;122,000;122,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801052;0;True
100387;Fennek fleece hue;299,00;139,000;139,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801053;0;True
100388;Fennek fleece halsedisse;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801054;0;True
100389;Kiruna fleece elefanthue;199,00;90,000;90,00;6,000;0;0;0;0;4;11.01.15 15:38:34;39;1801055;6,000;True
100390;Stealth cap;749,00;340,000;340,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801056;0;True
100391;Polar fleece hue;299,00;136,000;136,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801057;0;True
100392;Viper cap;799,00;360,000;360,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801059;0;True
100393;Mountain Trek cap;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801064;0;True
100394;Ultimate cap;429,00;195,000;195,00;-2,000;0;0;0;0;4;11.01.15 15:38:34;39;1801066;-2,000;True
100395;Sterling sixpence;599,00;272,000;272,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801069;0;True
100396;Polar fleece elefanthue;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801071;0;True
100397;All Season halsedisse;199,00;90,500;90,50;0;0;0;0;0;4;11.01.15 15:38:34;39;1801072;0;True
100398;Pro Hunter X cap;699,00;318,000;318,00;2,00;0;0;0;0;4;20.02.15 14:02:37;39;1801074;2,00;True
100399;Vector cap;699,00;318,000;318,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801075;0;True
100400;Cliff cap;369,00;167,000;167,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801077;0;True
100401;Ultimate Militær cap;329,00;149,000;149,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801078;0;True
100402;Ultimate Læder cap;549,00;249,000;249,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801079;0;True
100403;Hurricane cap;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801081;0;True
100404;Torridon sixpence;599,00;272,000;272,00;1,00;0;0;0;0;4;11.01.15 15:38:34;39;1801082;1,00;True
100405;Crome fleece elefanthue;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801083;0;True
100406;Crome fleece hue;349,00;158,000;158,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801084;0;True
100407;Hurricane Camo cap;429,00;195,000;195,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1801088;0;True
100408;Seeland cap;299,00;139,000;139,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1802015;0;True
100409;Camouflage cap og/el facecover;149,00;69,000;69,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1802017;0;True
100410;Camouflage hue og/el facecover;149,00;69,000;69,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1802018;0;True
100411;Keeper cap;399,00;180,000;180,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1802023;0;True
100412;Keeper hat;649,00;295,000;295,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1802033;0;True
100413;Light cap;299,00;119,000;119,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1802034;0;True
100414;Erase Hue;169,00;73,500;73,50;0;0;0;0;0;4;11.01.15 15:38:34;39;1802044;0;True
100415;Woodcock sixpence;299,00;135,000;135,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1802048;0;True
100416;Endmoor Adventure hat;599,00;270,000;270,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1802049;0;True
100417;Ian Reversible hue;99,00;45,000;45,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1802052;0;True
100418;Field cap;99,00;45,000;45,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1802053;0;True
100419;All Season cap;99,00;45,000;45,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1802054;0;True
100420;Mosquito hat;149,00;67,000;67,00;0;0;0;0;0;4;11.01.15 15:38:34;39;1802055;0;True
100421;Blixen Lady hat;119,00;54,000;54,00;0;0;0;0;0;4;11.01.15 15:38:35;39;1802056;0;True
100422;Cover cap;149,00;67,000;67,00;5,000;0;0;0;0;4;20.02.15 14:02:36;39;1802057;5,000;True
100423;Leafy facecover;99,00;45,000;45,00;0;0;0;0;0;4;11.01.15 15:38:35;39;1802059;0;True
100424;Preece hat;299,00;136,000;136,00;0;0;0;0;0;4;11.01.15 15:38:35;39;1802060;0;True
100425;Eton cap;299,00;136,000;136,00;7,000;0;0;0;0;4;20.02.15 14:02:37;39;1802061;7,000;True
100426;Visible cap;199,00;90,500;90,50;0;0;0;0;0;4;11.01.15 15:38:35;39;1802062;0;True
100427;Marsh cap;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:35;39;1802063;0;True
100428;Conley fleece hue;119,00;54,000;54,00;0;0;0;0;0;4;11.01.15 15:38:35;39;1802066;0;True
100429;Conley fleece facecover;229,00;104,000;104,00;0;0;0;0;0;4;11.01.15 15:38:35;39;1802067;0;True
100430;Lizard elefanthue;199,00;90,000;90,00;0;0;0;0;0;4;11.01.15 15:38:35;39;1802068;0;True
100431;Lizard neck warmer;99,00;45,000;45,00;0;0;0;0;0;4;11.01.15 15:38:35;39;1802069;0;True
100432;Outthere hat;399,00;181,000;181,00;1,000;0;0;0;0;4;11.01.15 15:38:35;39;1802070;1,000;True
100433;Woodcock Lady hat;399,00;181,000;181,00;0;0;0;0;0;4;11.01.15 15:38:35;39;1802071;0;True
100434;Exeter Advantage cap;299,00;136,000;136,00;2,00;0;0;0;0;4;20.02.15 14:02:37;39;1802072;2,00;True
100435;Conley fleece elefanthue;249,00;90,000;113,00;0;0;0;0;0;4;11.01.15 15:38:35;39;1802073;0;True
100436;Wetland cap;299,00;136,000;136,00;0;0;0;0;0;4;11.01.15 15:38:35;39;1802075;0;True
